"Scenario","Sector","Region","Technology","Sub_Technology","Year","LCOE"
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2044,11.72861422
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2045,11.72954375
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2046,11.7303101
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2047,11.73094192
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2048,11.73146282
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2049,11.73189227
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2050,11.73224631
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2051,11.7325382
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2052,11.73277883
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2053,11.73297722
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2054,11.73314077
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2055,11.7332756
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2056,11.73338676
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2057,11.73347839
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2058,11.73355394
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2059,11.73361622
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2060,11.73366757
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2061,11.7337099
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2062,11.73374479
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2063,11.73377356
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2064,11.73379728
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2065,11.73381683
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2066,11.73383295
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2067,11.73384624
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2068,11.73385719
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2069,11.73386622
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2018,51.55640538
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2019,52.84519445
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2020,53.93538268
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2021,54.85398601
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2022,55.6255183
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2023,56.2718
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2024,56.81197137
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2025,57.26263119
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2026,57.63804544
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2027,57.95038759
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2028,58.20998605
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2029,58.42556326
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2030,58.60445773
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2031,58.75282474
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2032,58.87581423
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2033,58.9777262
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2034,59.06214494
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2035,59.13205407
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2036,59.18993437
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2037,59.23784662
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2038,59.27750135
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2039,59.31031754
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2040,59.33747163
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2041,59.3599386
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2042,59.37852615
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2043,59.39390323
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2044,59.40662373
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2045,59.41714618
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2046,59.42585009
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2047,59.43304956
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2048,59.43900448
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2049,59.4439299
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2050,59.44800373
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2051,59.45137318
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2052,59.45416
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2053,59.45646491
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2054,59.45837124
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2055,59.4599479
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2056,59.46125189
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2057,59.46233037
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2058,59.46322234
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2059,59.46396004
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2060,59.46457015
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2061,59.46507475
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2062,59.46549208
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2063,59.46583723
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2064,59.46612268
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2065,59.46635876
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2066,59.46655401
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2067,59.4667155
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2068,59.46684905
"Oxford - fast_transition","Power","World","Natural gas","Gas CCGT",2069,59.4669595
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2018,7.837004729
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2019,7.826534955
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2020,7.816564948
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2021,7.807070276
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2022,7.798027752
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2023,7.789415369
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2024,7.781212235
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2025,7.773398511
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2026,7.765955355
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2027,7.758864868
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2028,7.752110048
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2029,7.745674736
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2030,7.739543578
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2031,7.733701977
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2032,7.728136059
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2033,7.722832631
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2034,7.717779148
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2035,7.712963683
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2036,7.708374886
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2037,7.704001965
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2038,7.699834652
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2039,7.695863177
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2040,7.692078243
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2041,7.688471005
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2042,7.685033042
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2043,7.681756343
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2044,7.678633278
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2045,7.675656587
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2046,7.672819357
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2047,7.670115007
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2048,7.66753727
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2049,7.665080178
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2050,7.66273805
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2051,7.660505474
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2052,7.658377297
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2053,7.656348609
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2054,7.654414735
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2055,7.652571222
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2056,7.650813827
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2057,7.64913851
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2058,7.64754142
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2059,7.646018889
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2060,7.644567422
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2061,7.643183692
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2062,7.641864524
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2063,7.640606896
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2064,7.639407928
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2065,7.638264875
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2066,7.637175122
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2067,7.636136177
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2068,7.635145663
"Oxford - fast_transition","Fossil Fuels","World","Coal","Coal",2069,7.634201319
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2018,64.09704262
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2019,58.89896644
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2020,54.25413481
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2021,50.06751081
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2022,46.26990513
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2023,42.80933356
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2024,39.64572051
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2025,36.74753791
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2026,34.08961135
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2027,31.65164846
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2028,29.41721048
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2029,27.37293506
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2030,25.50786306
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2031,23.81275507
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2032,22.27932864
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2033,20.89942583
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2034,19.66422505
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2035,18.56369052
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2036,17.5864331
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2037,16.72001845
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2038,15.95158385
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2039,15.26853281
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2040,14.65910931
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2041,14.11275743
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2042,13.62026888
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2043,13.17377206
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2044,12.76662605
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2045,12.39327073
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2046,12.05065816
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2047,11.73497444
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2048,11.44306363
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2049,11.17236764
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2050,10.92043247
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2051,10.68520732
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2052,10.46482148
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2053,10.25765564
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2054,10.06230615
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2055,9.877555185
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2056,9.702562021
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2057,9.536375679
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2058,9.378107135
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2059,9.227108776
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2060,9.082732808
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2061,8.94483009
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2062,8.812997272
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2063,8.686731668
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2064,8.565588929
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2065,8.449174506
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2066,8.337136602
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2067,8.22916031
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2068,8.124962721
"Oxford - fast_transition","Power","World","Renewables","Solar PV",2069,8.024288799
"Oxford - fast_transition","Power","World","Renewables","Wind",2018,53.64811123
"Oxford - fast_transition","Power","World","Renewables","Wind",2019,52.28750462
"Oxford - fast_transition","Power","World","Renewables","Wind",2020,50.98916178
"Oxford - fast_transition","Power","World","Renewables","Wind",2021,49.74592422
"Oxford - fast_transition","Power","World","Renewables","Wind",2022,48.55205458
"Oxford - fast_transition","Power","World","Renewables","Wind",2023,47.40292661
"Oxford - fast_transition","Power","World","Renewables","Wind",2024,46.29480398
"Oxford - fast_transition","Power","World","Renewables","Wind",2025,45.22468228
"Oxford - fast_transition","Power","World","Renewables","Wind",2026,44.19017715
"Oxford - fast_transition","Power","World","Renewables","Wind",2027,43.18944699
"Oxford - fast_transition","Power","World","Renewables","Wind",2028,42.22114148
"Oxford - fast_transition","Power","World","Renewables","Wind",2029,41.2843685
"Oxford - fast_transition","Power","World","Renewables","Wind",2030,40.37867175
"Oxford - fast_transition","Power","World","Renewables","Wind",2031,39.50401019
"Oxford - fast_transition","Power","World","Renewables","Wind",2032,38.66072809
"Oxford - fast_transition","Power","World","Renewables","Wind",2033,37.84950287
"Oxford - fast_transition","Power","World","Renewables","Wind",2034,37.0712583
"Oxford - fast_transition","Power","World","Renewables","Wind",2035,36.32703571
"Oxford - fast_transition","Power","World","Renewables","Wind",2036,35.61782692
"Oxford - fast_transition","Power","World","Renewables","Wind",2037,34.94438817
"Oxford - fast_transition","Power","World","Renewables","Wind",2038,34.30706806
"Oxford - fast_transition","Power","World","Renewables","Wind",2039,33.70568633
"Oxford - fast_transition","Power","World","Renewables","Wind",2040,33.13948938
"Oxford - fast_transition","Power","World","Renewables","Wind",2041,32.60718658
"Oxford - fast_transition","Power","World","Renewables","Wind",2042,32.10704992
"Oxford - fast_transition","Power","World","Renewables","Wind",2043,31.63704706
"Oxford - fast_transition","Power","World","Renewables","Wind",2044,31.19497822
"Oxford - fast_transition","Power","World","Renewables","Wind",2045,30.77859588
"Oxford - fast_transition","Power","World","Renewables","Wind",2046,30.38569695
"Oxford - fast_transition","Power","World","Renewables","Wind",2047,30.0141859
"Oxford - fast_transition","Power","World","Renewables","Wind",2048,29.66211252
"Oxford - fast_transition","Power","World","Renewables","Wind",2049,29.32768999
"Oxford - fast_transition","Power","World","Renewables","Wind",2050,29.00929911
"Oxford - fast_transition","Power","World","Renewables","Wind",2051,28.70548349
"Oxford - fast_transition","Power","World","Renewables","Wind",2052,28.41493949
"Oxford - fast_transition","Power","World","Renewables","Wind",2053,28.1365035
"Oxford - fast_transition","Power","World","Renewables","Wind",2054,27.86913825
"Oxford - fast_transition","Power","World","Renewables","Wind",2055,27.61191933
"Oxford - fast_transition","Power","World","Renewables","Wind",2056,27.36413601
"Oxford - fast_transition","Power","World","Renewables","Wind",2057,27.12500922
"Oxford - fast_transition","Power","World","Renewables","Wind",2058,26.89385131
"Oxford - fast_transition","Power","World","Renewables","Wind",2059,26.67005246
"Oxford - fast_transition","Power","World","Renewables","Wind",2060,26.45306946
"Oxford - fast_transition","Power","World","Renewables","Wind",2061,26.24241646
"Oxford - fast_transition","Power","World","Renewables","Wind",2062,26.03765727
"Oxford - fast_transition","Power","World","Renewables","Wind",2063,25.83839888
"Oxford - fast_transition","Power","World","Renewables","Wind",2064,25.644286
"Oxford - fast_transition","Power","World","Renewables","Wind",2065,25.45499646
"Oxford - fast_transition","Power","World","Renewables","Wind",2066,25.27023728
"Oxford - fast_transition","Power","World","Renewables","Wind",2067,25.08974125
"Oxford - fast_transition","Power","World","Renewables","Wind",2068,24.91326408
"Oxford - fast_transition","Power","World","Renewables","Wind",2069,24.74058186
"Oxford - fast_transition","Power","World","Renewables","Hydro",2018,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2019,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2020,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2021,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2022,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2023,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2024,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2025,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2026,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2027,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2028,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2029,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2030,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2031,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2032,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2033,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2034,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2035,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2036,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2037,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2038,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2039,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2040,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2041,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2042,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2043,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2044,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2045,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2046,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2047,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2048,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2049,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2050,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2051,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2052,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2053,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2054,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2055,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2056,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2057,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2058,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2059,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2060,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2061,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2062,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2063,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2064,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2065,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2066,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2067,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2068,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Hydro",2069,46.80000013
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2018,71.72790903
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2019,71.47351505
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2020,71.23447696
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2021,71.00867168
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2022,70.7939483
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2023,70.58805166
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2024,70.38900858
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2025,70.19545324
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2026,70.00647621
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2027,69.82139059
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2028,69.63950437
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2029,69.46907236
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2030,69.3176084
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2031,69.183396
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2032,69.06375098
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2033,68.95459855
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2034,68.85174275
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2035,68.75231566
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2036,68.6545625
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2037,68.55717518
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2038,68.45893882
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2039,68.35890148
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2040,68.25633861
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2041,68.15081762
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2042,68.04217479
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2043,67.93044872
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2044,67.81581035
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2045,67.69850786
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2046,67.57882867
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2047,67.45707527
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2048,67.33352365
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2049,67.20848155
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2050,67.08223714
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2051,66.95505891
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2052,66.8271958
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2053,66.69887759
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2054,66.5703155
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2055,66.44170292
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2056,66.31321632
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2057,66.18501608
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2058,66.05724756
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2059,65.93004203
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2060,65.8035177
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2061,65.67778067
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2062,65.55292593
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2063,65.42903821
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2064,65.30619292
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2065,65.18445695
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2066,65.06388944
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2067,64.94454255
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2068,64.82646212
"Oxford - no_transition","Power","World","Renewables","Bioenergy",2069,64.70968829
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2018,40.53833845
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2019,39.24743823
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2020,38.1880787
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2021,37.31470715
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2022,36.59185453
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2023,35.99160266
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2024,35.49176512
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2025,35.07456102
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2026,34.72563424
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2027,34.43331845
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2028,34.18807957
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2029,33.98208782
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2030,33.80888583
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2031,33.66312859
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2032,33.54037795
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2033,33.43693882
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2034,33.34972764
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2035,33.27616613
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2036,33.21409482
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2037,33.16170248
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2038,33.11746806
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2039,33.08011291
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2040,33.04856116
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2041,33.02190693
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2042,32.99938695
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2043,32.98035778
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2044,32.96427675
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2045,32.950686
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2046,32.93919908
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2047,32.92948976
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2048,32.92128255
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2049,32.91434476
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2050,32.90847984
